Name,Calories,Protein,Carbs,Fat
Sałatka warzywna królewska - Orzech,33.0,0.8,5.0,0.6
ciastka z makiem,461.0,6.7,63.0,20.0
dietSnack,466.0,35.8,31.0,21.5
Kukurydza z groszkiem,112.0,4.5,17.4,3.5
Liquid Energy Long,232.0,0.3,57.0,0.1
Hamburger podwójny McRoyal® Tasty - McDonald's,263.0,16.0,11.0,17.0
Pasta z kurczakiem kebab,408.0,5.2,7.8,39.1
Squeezy Super Drink Gel,132.0,0.0,33.0,0.0
Gainer Hyper Mass 5000 BioTechUSA,245.0,16.0,44.0,0.0
Odżywka białkowa Pro Blastex,356.0,75.0,8.0,1.9
Wiśnia soczysta kandyzowana - Bakalland,354.0,2.0,80.0,1.0
Mąka z ciecierzycy - Melvit,336.0,22.0,50.0,2.7
krem pomidorowy z soczewicą salad story,204.0,10.0,25.0,9.0
Płatki śniadaniowe chrupki z błonnika,328.0,9.7,56.9,3.4
Gulasz z boczniaków,73.0,6.0,7.0,3.0
Ser owczy feta light,161.0,19.0,0.9,9.0
Szybki budyń - Delecta,68.0,1.8,14.0,0.4
Chipsy ser z ziołami 145g - Lay's,519.0,6.2,54.0,30.0
Quorn chicken fillets 2 filety,86.0,11.5,4.0,1.5
Kasza kuskus fullkorn couscous,340.0,13.0,64.0,2.2
Ciasto Bounty z kaszy jaglanej,458.0,8.2,31.2,34.6
Jogurt Crunchy duo - Milbona,134.0,2.9,20.2,4.6
SportDefinition That's the Whey Sticks Crunchy Premium Protein Snack,510.0,27.0,30.0,30.0
Chrupki kukurydziane orzechowe - Na Maxa,506.0,14.0,49.0,27.0
Napój Kubuś Play malinowy,34.0,0.1,8.5,0.0
Lody Cortina toffee,228.0,2.1,21.6,14.6
Pasztet wielkopolski z drobiu z pomidorami - Profi,208.0,8.1,5.7,17.0
Mleko ekologiczne (nieznormalizowane mleko pełne),67.0,3.0,5.0,4.0
Wafelki kokosowe - Biedronka,527.0,5.8,60.0,29.0
Pasztet słonecznikowy,198.0,5.4,15.2,13.0
Alfalfa ( Lucerna ) - proszek,263.0,18.9,18.0,3.0
Ser topiony Radamer,220.0,12.0,7.0,16.0
Makaron z ryżu brązowego,362.0,6.6,81.8,0.9
Wędlina puten-attergauer new lifestyle,76.0,17.0,0.0,0.9
Baton Aero o smaku miętowym,548.0,7.8,55.1,32.9
LevroWhey Whey Supreme,365.0,71.6,3.8,6.9
Wafelek Princessa mleczna maxi,545.0,6.3,56.7,32.6
Chleb żytni Haverland,216.0,6.0,41.0,1.0
Lody brownie berry - Milka,228.0,3.7,29.4,10.3
Pancake sernikowe,203.0,24.0,12.5,7.0
Jabłuszka chrupiące plasterki - Lidl,363.0,1.9,82.0,0.5
Fix a'la stroganoff - Knorr,480.0,10.0,42.0,29.0
Pizza Nowa,254.0,12.7,24.7,11.2
Baton Nut Bar,569.0,21.0,33.0,38.0
Baton Corny Milk,442.0,6.0,57.9,19.2
Chleb wieloziarnisty z żeń-szeniem,256.0,11.0,35.3,6.8
Zupa grochowa - Profi,55.0,3.4,6.7,1.6
Pierogi ze szpinakiem razowe,49.0,2.7,7.5,0.8
Baton Corny Nuts,550.0,17.3,36.7,36.0
Napój Jogurtowy JVI owocowy,70.0,1.7,14.0,0.8
Wafle Petit - Sunny Corn,375.0,11.8,75.8,2.0
Chipsy błonnikowe włoskie,412.0,8.5,62.1,12.2
Baton zbożowy Coco Rocko - Lidl,417.0,6.0,67.0,13.0
Monti,493.0,8.9,59.0,24.0
Napój czekoladowy - Koko Dairy Free,53.0,0.5,9.1,1.9
Mieszanka bakaliowa Beauty Cocktail - Fitella,542.0,14.1,46.4,31.9
Ciatska z kleiku ryżowego,227.0,2.3,26.1,12.7
Napój kakaowy Quick Cao,385.0,3.7,86.0,1.8
Baton Alpen Light Double Chocolate,344.0,5.0,56.0,6.2
Valnötsbröd,300.0,9.4,47.1,7.4
Ciasteczka Bio Ani niskokaloryczne waniliowe,300.0,6.9,67.8,0.5
KUPIEC kasza manna (coś na ząb 3 minuty i gotowe),388.0,10.1,76.8,4.2
Sos Mild Curry - Patak's,70.0,0.9,10.7,2.2
Czekoladki Mozart,506.0,7.8,50.0,30.0
Makaron pszenny błyskawiczny WONTON - TaoTao,372.0,10.1,77.4,1.6
Bresada - wołowina suszona,188.0,37.0,0.8,3.7
Ciasto Mince Pie,372.0,3.7,55.0,14.8
Sos z mrożonych truskawek,57.0,0.7,14.3,0.4
Tuńczyk w oleju - Princes,224.0,20.0,1.0,16.0
Wafel ryżowo-zbożowy - Sante,399.0,12.0,77.0,4.6
Sardynki w oleju słonecznikowym (Ocean Steamer),329.0,20.4,0.0,27.5
Makaron pastani z dodatkiem szynki,394.0,13.0,61.0,10.0
Chińska zupa pomidorowa Amore Pomidore (po przyrządzeniu) - Knorr,95.0,2.0,13.0,4.0
Chipsy Prosto z pieca słodkie curry - Lay's,415.0,5.5,75.0,9.5
pomidory suszone w occie balsamicznym,58.0,4.0,11.0,1.0
"Jogurt naturalny (3,8%) Laktosefrei - Kaufland",67.0,4.0,4.0,3.8
kółeczka z mąki kukurydzianej w polewie miodowej free from gluten&wheat TESCO,381.0,6.0,86.0,1.0
Chleb pełnoziarnisty - Billa,255.0,8.3,41.0,4.2
Chipsy Crunchips X-cut chilli limonka - Lorenz,524.0,4.7,53.0,35.0
Śledzik w sosie czosnkowym - Marinero,277.0,9.5,4.5,25.0
Mleko Pełnotłuste Asda,65.0,3.4,4.7,3.6
Dżem jeżynowy - Sympathica,142.0,0.5,33.0,0.5
Wafelki z masą krówkową,310.0,7.7,55.8,6.2
Dżem pomidorowy - Dawtona,141.0,0.7,34.0,0.0
"Sałatka z kaszą jaglaną, tofu, czerwoną papryką i kiełkami (z jogurtem naturalnym)",116.0,6.0,15.0,3.0
Ryż na mleku rice jabłko - Muller,107.0,3.0,18.8,2.2
Mączne kluski Spaetzle Paysan 500g - Netto,367.0,14.0,70.0,3.0
Ciasto francuskie 275g,358.0,5.0,33.0,23.0
Ser twarogowy - Figand,114.0,7.6,5.1,7.0
Skyr,70.0,11.0,3.7,0.3
Cukierki Halls Lime,380.0,0.0,93.5,0.0
Bułka hot dog francuski - Skoga,255.0,9.2,52.2,1.0
Ciasto od mamy,270.0,5.5,49.0,5.5
Pasta Gut Bio naturalna,188.0,5.0,7.0,15.0
Baton Kinder Delice kokos,475.0,6.0,40.0,32.3
Chipsy Kabanostrrre - Lay's,517.0,6.3,52.3,30.4
Mleko smakowe Danmleko - Danone,68.0,3.2,11.5,1.0
Praliny Wedlowskie desery Classic - Wedel,499.0,5.0,59.0,27.0
ciastka sułtanki,380.0,6.0,74.0,6.0
Makaron kura jajeczna wstążka - Eko-Mak,357.0,12.0,73.0,1.2
Warzywa na patelnię - Lolita,57.0,1.9,8.6,1.2
Sałatka Piccolo - KFC,12.0,0.6,4.2,0.3
Pasztet - Wital,121.0,5.2,10.0,6.5
Orange,40.0,0.1,10.0,0.1
Jogurt z kawałkami owoców - Fruvita,97.0,3.0,16.0,2.0
Lody Magnum mint,300.0,4.0,30.0,18.0
Mleczna kanapka kokos - Biedronka,482.0,6.2,47.0,29.0
Isostar powertabs,358.0,0.0,79.0,0.0
Pieczywo chrupkie mleczne - Wasa,320.0,12.0,63.0,2.5
Napój pomarańczowy (nektar) - Tymbark,46.0,0.3,11.0,0.1
Chipsy o smaku słonecznych pomidorków - Top,495.0,4.2,60.0,26.5
Gorąca czekolada Options Belgian Choc Mint - Twinings,367.0,12.4,53.0,8.3
Daktyle suszone pokruszone,295.0,3.3,68.0,0.0
Gołąbki - Tesco,109.0,4.2,9.9,5.4
Ser Feta BioFeta - Roussas,288.0,17.0,0.0,24.0
Wrap z krewetkami,132.0,5.0,23.0,3.0
Kuleczki ziemniaczane - Duc de Coeur,171.0,2.5,26.5,5.5
Pikling,203.0,23.0,0.0,11.6
Bułka słowiańska,269.0,9.4,46.5,5.1
Napój jabłkowy (nektar) - Sun Grown,37.0,0.1,9.1,0.1
Baton Urwis jabłkowy - Zmiany Zmiany,354.0,6.8,59.5,13.4
Wafle cebulowe,372.0,12.0,75.0,2.0
Bulion z grzybami leśnymi - Winiary,7.0,0.2,0.3,0.5
Tortilla dakri,310.0,9.0,54.0,7.0
Sos Steak sauce - Hellmann's,92.0,2.0,21.0,0.0
Sałatka księżacka - Urbanek,46.0,1.0,7.0,1.0
Deser czekoladowy - Deluxe,326.0,4.6,31.4,19.1
Pierogi z jagodami - Iglotex,206.0,4.7,43.8,0.6
Grand lody o smaku serka mscarpone z sosem o smaku tiramisu w czekoladzie Wedel,308.0,3.3,31.0,19.0
Sos picante - KFC,314.0,0.5,7.0,31.0
Sernik pistacjowy z malinami,336.0,5.0,35.7,19.0
Sojavit + L-karnityna,371.0,85.0,1.0,3.0
Owoce (liofilizowane),354.0,0.5,70.2,2.1
Jogurt Sorbetto czerwona pomarańcza - FruVita,91.0,3.9,15.3,1.5
Ser tarty Corregio - President,347.0,35.0,0.1,23.0
Przyprawa do kotletów mielonych - Knorr,310.0,15.0,55.0,3.0
Krem owocowy truskawkowy - Stovit,162.0,1.0,38.0,0.0
lody sorbetowe smoothie truskawkowe Biedronka,91.0,0.0,22.0,0.5
Homar gotowany,89.0,19.0,0.0,0.9
Zupa krem - Pan Burak & Chrzan,40.0,1.0,4.0,2.0
Jogurt naturalny - Brooklea,137.0,3.0,14.0,8.0
Chipsy Tasty o smaku Barbecue - Top,542.0,5.5,53.0,35.0
Ciasteczka musli,446.0,8.2,59.0,19.0
Lody bambino,271.0,4.0,21.0,19.0
Jogurt naturalny super gęsty,58.0,4.0,4.8,2.5
Jogurt naturalny Kościan - Mlekovita,59.0,4.0,6.0,2.0
Serowe myszki - Miami,344.0,26.0,1.4,26.0
Lukier waniliowy,418.0,0.0,67.9,16.2
Baton Pawełek deserowy amaretto,464.0,4.3,59.3,21.1
Migdały w czekoladzie Cocoa,591.0,14.0,24.5,46.5
Paluszki - Cymes,476.0,13.9,57.7,20.0
Krem pistacjowo czekoladowy,580.0,4.6,55.1,38.0
lody rolada krolewska,215.0,3.7,23.0,12.0
Serek fromage de Bretagne,305.0,20.0,0.1,25.0
Przyprawa do łososia - Kamis,214.0,8.0,34.0,3.0
Czekolada mleczna z nadzieniem likierowo - truflowym,505.0,5.3,59.0,26.0
Wafle w polewie yogurt - Sonko,467.0,6.0,69.0,18.0
Chipsy śmietankowe - Crusti Croc,495.0,4.2,60.0,26.5
Lodowe marzenie o smaku truskawkowym,170.0,2.6,27.9,5.2
Jogurt Jogobella gruszkowa - Zott,100.0,3.5,14.8,2.6
Tortilla de patatas,104.0,6.9,7.9,4.7
Baton Corny Big Fruit truskawka,383.0,5.6,78.4,4.9
sport power +,501.0,13.0,29.0,35.0
Chipsy ser domowy smażony - Wiejskie Ziemniaczki,536.0,7.0,50.0,34.0
Baton Zero Bar Truskawka-Banan - Biotech,377.0,45.0,12.0,15.0
Maślanka luksusowa - Jogo,41.0,2.9,4.0,1.5
Parówki z filetem z kurcząt - Chrzanowska Manufaktura Wędlin,201.0,17.0,4.0,13.0
Bułka jęczmienna,253.0,7.4,48.8,1.0
Makaron Babuni z 12 jaj przepiórczych (suchy),359.0,12.0,73.0,1.4
Jogurt Piątuś - Piątnica,105.0,6.2,13.0,3.0
Zupa śródziemnomorska - Tymbark,24.0,0.0,4.0,0.0
Przyprawa,136.0,30.0,40.0,30.0
Falafel - BIO,241.0,8.2,22.6,13.2
Tarta z łososiem i fasolką,211.0,7.4,20.4,10.7
Kefir truskawkowy - Netto,81.0,2.7,14.1,1.5
Ciasteczka mini betini,435.0,7.8,79.0,9.4
Zupa serowa z grzankami (po przyrządzeniu) - Winiary,34.0,0.9,3.6,1.8
Makaron muszelki z kurkumą,346.0,10.0,74.0,1.0
Paluszki Baranowskie zioła i czosnek,449.0,12.0,89.9,4.6
Ryba Gładzica (świeża),90.0,17.1,0.0,1.9
Sok pomarańczowy - Vilsa,43.0,0.0,9.9,0.0
Kociołek,141.0,5.0,7.0,11.0
Kielbaski z kurczaka z jalapeno,139.0,25.0,0.0,4.3
Oliwki Snack oliver provencal,162.0,1.1,1.9,16.0
Pasztet soya z czosnkiem pro,164.0,9.5,7.7,10.6
Lody 100& owoców pomarańczowe,92.0,1.2,21.5,0.1
Curry z krewetkami,250.0,33.0,8.0,9.0
"Płatki pełnoziarniste Sonatina z otrębami truskawka, kokos i czekolada - Obst",364.0,13.6,50.5,8.0
Majonez - Ekowital,612.0,0.6,2.2,66.0
"Płatki pełnoziarniste Sonatina z otrębami truskawki, żurawina, jagoda i czarna porzeczka osłodzone miodem - Obst",366.0,10.9,65.9,4.6
Udon japanese style nudle,140.0,3.6,27.8,1.0
Lody chocolate brownie - Carte Dor,194.0,4.0,29.0,6.5
Mleko Dan mleko - Danone,68.0,3.2,11.5,1.0
Zupa dyniowo kokosowa - Vitasia,45.0,0.6,4.7,2.4
Ciastko makadamia - Subway,474.0,5.3,61.3,23.0
Sałatka Satay z kurczakiem,48.0,7.0,3.0,1.0
Galaretka o smaku mango i marakui - Winiary,42.0,1.6,8.9,0.0
Serek kremowy czosnek i zioła Apetina - Arla,195.0,8.0,3.0,17.0
Falafel z hummusem,442.0,15.6,62.2,18.7
Lody Sorbet z ananasów - Grycan,128.0,0.4,30.5,0.3
Farsz do cukini,415.0,23.0,54.0,13.0
Pasta curry żółta,360.0,5.0,15.8,31.0
Chłodnik - Bioway,46.0,2.1,4.6,2.5
Kawa Tall Pumpkin Spice Latte - Starbucks,300.0,11.0,39.0,11.0
Chleb żytni 100% Trimar,205.0,5.0,40.0,1.0
Vitargo Electro-Energy Trec,356.0,0.0,89.0,0.0
Mój sos jogurtowo - serkowy  200/100,110.0,4.0,5.0,8.0
Dynia w occie,44.0,1.0,10.0,0.0
Maślanka wiejska naturalna - Koło,46.0,3.6,4.5,1.5
Kanapka Pierre Baguette Bacon Club - Orlen,235.0,10.0,30.0,9.0
Praliny kokosowe - Lindt,634.0,5.1,42.0,49.0
Pieczywo chrupkie delikatesowy Skorpor czosnkowy - Mamut,391.0,11.0,67.0,7.3
ciasteczka babci Ani owsiane,444.0,11.0,74.0,12.0
Jogurt Greek Style brzoskwinia-pomarańcza,145.0,4.3,13.4,8.0
Napój Oshee vitamin tea zero,1.0,0.0,0.0,0.0
Tuńczyk w sosie pomidorowym - Calvo,186.0,18.0,3.0,11.0
Baton migdałowy Lusette,558.0,8.0,49.0,36.0
Zielone pudełko z serem Gouda i sosem curry - Grześkowiak,107.0,5.0,7.0,7.0
Lody Arietta waniliowe w czekoladzie mlecznej z migdałami,321.0,5.0,27.0,22.0
Pyzy z mięsem - Chłodnia Białystok,157.0,3.9,25.0,4.2
Chleb powszedni - Brel,203.0,4.6,43.7,1.1
Popcorn roh,347.0,10.0,64.0,4.0
Pasta warzywna z nutą curry - Rolnik,147.0,4.7,3.8,13.0
Taboulé Curry,231.0,3.8,30.2,10.1
Kasza gryczana (nieugotowana) - Risana,358.0,11.0,68.0,3.0
Svensk lättfil Lidl,34.0,3.5,3.9,0.5
Krewetki (pozostałe),85.0,20.0,0.0,0.5
Omlet z białek z pieczarkami i papryką na oleju rzepakowym,94.0,11.9,1.9,4.4
Buffala,283.0,13.5,1.0,25.0
Czekolada gorzka crunchy - Terravita,512.0,4.0,57.6,28.0
Baton Miami Chocoszoki - Biedronka,406.0,6.5,64.7,12.9
Pulpety w sosie pomidorowym - Pyszny Obiadek,94.0,7.1,5.5,4.7
Zupa grochowa Wikipedia,61.0,3.2,10.0,1.1
Karmazyn w czerwonym pesto,314.0,32.0,6.0,17.0
Zupa błyskawiczna Makarą Wołowina i Grzyby - Winiary,66.0,1.2,8.3,3.1
Koktajl Smoothie naturis banan kokos,82.0,0.9,11.6,3.2
Mąka jęczmienna,345.0,10.5,74.5,1.6
Jogurt grecki truskawkowy 150g - Glenisk,100.0,12.0,13.0,0.0
Prażynki - Max Snack,600.0,1.5,50.0,44.0
Serek Original Soft Cheese - Philadelphia,258.0,5.1,2.8,25.1
OLIMP 100% WHEY PROTEIN CONCENTRATE,395.0,77.0,6.0,7.0
Migdały w czekoladzie i cynamonie,553.0,9.5,49.0,35.0
Zupa dynia z mlekiem i zacierkami,62.0,2.9,11.1,1.1
Chipsy Cassava - Cofresh,427.0,2.0,83.0,9.0
Sucharki pełnoziarniste - Sonko,407.0,11.0,62.0,11.0
"Rolls z łososiem, sałatą i serkiem",233.0,12.0,21.0,11.0
SFD WPC Protein Econo,351.0,70.0,15.0,1.0
Klopsiki Rybne smażone w zalewie octowej,118.0,2.7,9.5,7.7
Wafelek orzechowy - Manner,540.0,6.2,52.6,33.0
Sok pomarańczowy - Joker,44.0,0.7,9.7,0.0
Ciastka herbatniki z owocami leśnymi,378.0,6.0,66.0,8.7
Dorsz w sezamie,89.0,16.0,0.2,2.2
Kawa dyniowa latte,153.0,7.0,20.0,5.0
Sos musztardowo - orzechowy,330.0,17.0,13.0,27.0
Ciasto dietetyczne z lodami,355.0,11.0,57.0,10.0
Chleb Norsk Fjellbrød,251.0,8.8,43.7,3.2
Sajgonki z kurczakiem,113.0,11.4,11.4,2.4
koktail herbalife,354.0,39.0,20.0,9.0
Kulki morelowe z orzechami nerkowca i sezamem,387.0,10.8,37.0,23.0
Sos orzechowy chiński - Blue Dragon,72.0,2.0,11.0,2.0
Ser owczy La Brebette - Rians,154.0,10.0,1.5,12.0
Nektar pomarańczowy,39.0,0.3,8.7,0.1
Noga kaczki ze skórą,217.0,26.8,0.0,11.4
Serek twisted,304.0,23.0,2.5,22.5
Białko na noc,350.0,80.0,6.0,1.0
Napój z mangostanu (nektar) - Foco,40.0,0.5,10.0,0.5
Zupa tajska z zielonym curry - EatMe,36.0,1.0,3.4,2.0
Śmietana 30% (pozostałe),292.0,2.4,3.2,30.0
Pizza Steinofen - Wagner,238.0,10.0,24.0,10.0
Pudding bezglutenowy,370.0,9.0,76.0,2.0
Zupa soczewicowa 1/4,354.0,20.0,40.0,13.0
Biszkopty morelowo-śmietankowe z polewą - Dr Gerard,432.0,5.2,64.0,17.0
Lody waniliowe Max Snack Ice,168.0,1.7,22.1,8.1
Serek krem Brie do smarowania - President,262.0,12.0,4.0,22.0
Koktajl z ananasem,57.0,2.0,11.0,1.0
baton proteinowy nugatowy,426.0,23.9,43.7,17.0
Mieszanka warzywna bukiet chiński - Poltino,31.0,1.8,4.0,0.1
Łosoś wędzony - Alber Heijn,185.0,21.0,0.1,11.0
Zapiekanka z serem i pieczarkami - Żabka,283.0,10.6,32.2,12.1
Tarta de queso,321.0,6.0,26.0,23.0
Risotto z krewetkami i cukinią 1/3 porcji,620.0,32.0,77.0,20.0
Sok z brzozy - Herbafit,20.0,0.0,5.3,0.0
Warzywa na patelnię - Kaufland,53.0,2.5,7.3,0.8
Chłodnik - Mlekpol,55.0,3.6,5.1,1.8
Kotlety z tofu,238.0,20.0,13.0,11.0
Deser 3 pokusy z truskawkami - Jovi,88.0,1.6,11.0,4.7
Lody nugat Big Milk,150.0,3.0,24.0,4.0
Sałatka madrycka - Tesco,41.0,2.3,6.5,0.4
Caipirinha (koktajl alkoholowy),263.0,0.6,16.6,0.2
Wafle ryżowe z oliwkami,481.0,7.9,73.0,17.0
Ślimak po burgundzku prawidłowy 7g,351.0,8.4,3.4,33.7
Baton wysokoproteinowy,391.0,31.9,44.1,9.8
Cukierki chałwowe - Netto,512.0,8.0,59.0,26.0
Pasztet z dodatkiem kaczki - Drop,201.0,8.0,4.0,17.0
Napój Smoothie pineapple-banana with coconut,82.0,0.9,11.6,3.2
Pomysł na lasagne - Winiary,167.0,8.3,12.4,9.2
Bilash,149.0,3.1,30.0,1.2
Jogurt grecki - Auchan,123.0,3.3,4.9,10.0
Budyń o smaku toffi - Dr. Oetker,89.0,3.0,15.4,1.8
Jogurt o smaku marakui i papai - FruVita,99.0,2.7,15.0,2.5
Napój Smoothie z jabłkiem i wiśnią - Vital Fresh,51.0,0.4,11.3,0.2
kasza manna semolina,348.0,8.7,74.0,1.3
Oliwa z awokado,805.0,0.0,0.0,91.0
Woda Vilsa cytrynowa,36.0,0.0,8.8,0.0
Lody czekoladowe - Mövenpick,302.0,4.0,27.0,19.2
Napój proteinowy Super Body Active,66.0,6.0,8.0,1.0
Ser tarty Gouda,344.0,26.0,1.4,26.0
Kanapka McDouble - McDonald's,401.0,24.0,30.0,20.0
Chrupiące plasterki marchewki - Vitanella,345.0,4.2,72.3,0.9
Dżem truskawka z porzeczką - Łowicz,142.0,0.5,34.0,0.5
Kleik kukurydziany - Nestle,387.0,7.7,84.1,1.6
Sok z żurawiny 100% - Radix-Bis,28.0,0.0,8.0,0.0
Sok pomidorowy - Sainsbury,14.0,0.8,3.3,0.2
Jogurt naturalny z granolą,134.0,6.0,16.0,6.0
Deser Sonata o smaku czekoladowym - Bakoma,134.0,3.5,16.5,6.0
Baton owocowy z truskawkami,330.0,2.5,66.0,4.5
Parówki Eco Varmkorv - ICA,436.0,15.5,34.2,25.4
Surówka - Jaga,43.0,2.0,9.0,1.0
Jogurt truskawkowy 0% tłuszczu - FruVita,41.0,4.0,6.0,0.0
Tortilla pszenno-szpinakowa,314.0,8.5,53.0,7.1
Filet z makreli bez skóry - Super Fish,204.0,15.0,6.1,13.0
Napój Smoothie mango pinapple orange FRESH & COOL - Limenita,54.0,0.6,11.8,0.2
Mąka ziemniaczana - Tesco,324.0,0.5,81.0,0.5
Zupa krem z kukurydzy - Vital Fresh,76.0,1.0,12.1,2.6
Kleik ryżowy,333.0,7.3,76.8,0.9
Szynka wołowa pieczona,299.0,27.6,0.0,19.8
Sos do sajgonek,167.0,0.0,41.8,0.0
Jogurt grecki truskawkowy - Eridanous,125.0,2.4,14.8,6.2
Czekolada mleczna z ryżem preparowanym Alpini Young - Biedronka,510.0,7.6,60.0,26.0
Serek górski z morelą - Sobik,229.0,3.9,19.0,15.3
Ciasteczka cantucci almond - Italiamo,459.0,12.0,68.0,14.0
Jogurt sojowy proteinowy,71.0,6.2,2.5,3.6
The Original Cola - Schweppes,36.0,0.0,9.0,0.0
Serek kanapkowy śmietankowy Bukiett - FigAna,236.0,6.5,5.2,21.0
Sardynki pikantne w sosie pomidorowym,210.0,22.8,0.0,13.0
Baton peanut butter pumpkin - Reese's,500.0,11.0,51.0,29.0
Baton MarcoPolo orzechowy w czekoladzie - Mieszko,535.0,6.6,60.0,31.0
ciastka marmeladen,489.0,3.7,68.5,21.9
Jogurt z wodą (Ajran),27.0,2.0,3.0,1.0
Pudding proteinowy Tarta Cytrynowa - Dieti meal Pro,370.0,77.0,6.4,3.4
PowerGel,107.0,0.5,26.7,0.0
Truskawki liofilizowane Chips,328.0,7.2,56.0,4.1
Mięso mielone Indrol - Aldi,180.0,17.0,0.0,12.0
Ser do sałatek - Tartare,202.0,11.0,3.5,16.0
Wafle ryżowe z gryką - Sante,404.0,9.3,82.0,3.1
Julebrus (Christmas Soda),45.0,0.0,11.0,0.0
Serek homogenizowany czekoladowy - Tutti,143.0,5.1,19.3,5.0
Jogurt naturalny Milsani - Aldi,62.0,5.1,6.2,1.5
Sałatka jajeczna z jogurtem,95.0,9.0,2.0,5.0
Jogurt smakowy (bez dodatków),61.0,3.9,8.2,1.5
Sałatka z krewetkami - Jumbo,94.0,4.7,11.6,3.0
"Serek wiejski cottage mager EPLE, PÆRE, VANILIE - Tine",92.0,11.0,7.6,1.7
Serek homogenizowany grecki,118.0,4.0,4.0,10.0
Praliny,485.0,3.3,60.0,26.0
Placki z otrąb,131.0,14.8,7.1,5.9
Napój CLIC - Active,43.0,0.5,10.0,0.5
Wafelek Góralki malinowe,539.0,8.0,56.0,31.0
Leczo - Hortex,21.0,1.1,3.4,0.3
Czekolada Sweet Winter - Milka,530.0,6.2,59.5,29.5
ser maasdamer w plastrach MLEKOMA,346.0,25.0,0.1,27.0
Napój energetyczny restart - Tiger,24.0,0.0,4.5,0.0
Baton lodowy Bounty Ice Cream,268.0,3.1,27.5,16.0
Budyń proteinowy - proszek,356.0,50.9,34.3,1.1
Baton karmelowy Caramel & Nuts - Łużyckie Praliny,507.0,9.0,51.0,29.0
Chipsy soczewicowe pomidor i bazylia,466.0,9.3,66.0,19.5
Filet z makreli bez skóry,131.0,18.0,0.0,7.0
Kefir smakowy,68.0,3.0,11.0,1.3
Filety śledziowe podwędzane w oleju,489.0,13.0,0.0,48.4
Ser Bergader,339.0,21.5,0.0,28.0
Chlebek Kargs,475.0,13.0,54.0,21.0
Sos o smaku czekoladowym - Dr. Oetker,340.0,1.3,71.1,4.9
Napój aloesowy Aloe Vera Drink truskawokowy,32.0,0.0,8.8,0.0
Ser żółty Natan dodek - Warmia,344.0,26.0,1.4,26.0
Filety śledziowe solone a'la łosoś,221.0,15.9,1.1,17.0
Chleb razowy - Garant linfrön,210.0,5.0,35.0,3.0
Jogurt do picia owoce leśne - FigAnd,86.0,3.1,15.0,1.5
Serek pleśniowy kozi,309.0,20.0,1.0,25.0
Makaron gryczany - Fabijańscy (nieugotowany),381.0,13.0,71.0,3.1
Bułka hamburgerowa bezglutenowa - Bezgluten,279.0,4.2,48.0,7.8
Bułka z makiem bezglutenowa - Bezgluten,268.0,3.8,49.0,6.3
Pieczywo chrupkie żytnie razowe - Obst,363.0,10.2,67.0,3.9
Pasztet z oliwką - Pikok,223.0,14.9,2.4,16.9
Pomysł na (przyprawa),151.0,7.2,11.3,8.3
"Wołowina z cukinią, kapustą , cebulką na oliwie z oliwek",106.0,5.5,4.4,7.5
Groch ptysiowy,497.0,16.5,41.6,29.5
Mleko Halfvolle Melk,46.0,3.4,4.6,1.5
Kawa po irlandzku,70.0,0.3,4.6,5.2
Kotlet po cygańsku,108.0,13.0,2.9,4.4
Sharon,70.0,0.6,18.6,0.2
Stek New York,152.0,21.0,0.0,7.0
Szpinak bland ica,20.0,3.2,0.6,0.5
"Ser Camembert Duo z pomidorami, bazylią, czosnkiem i szczypiorkiem",360.0,17.0,1.0,32.0
Pudes Raspberry,133.0,1.9,19.3,5.2
Otręby owsiane granulowane z aronią - Sante,436.0,13.6,57.3,14.8
Jogurt naturalny 150g - FigAnd,42.0,3.0,4.0,1.5
bar protein chocolate raspberry,371.0,25.0,28.1,19.0
Szynka Jagdwurst,229.0,14.0,0.5,19.0
Woda kokosowa natural,18.0,0.0,5.0,0.0
Baton karmelowy - Smart Food,386.0,29.6,39.7,12.1
Lody śmietankowe - Amore Gusto,174.0,3.1,21.0,8.6
Ciastka Kruszynki z rodzynkami,490.0,5.9,63.0,24.0
Czekolada surowa Cocoa,583.0,8.0,36.0,43.0
Baton caramel & crunch bar,394.0,33.0,43.0,12.0
Baton Oh Yeah! - Iss Reserch,400.0,33.0,39.0,16.5
Czekolada biała - Das Exquisite,539.0,4.7,62.8,29.8
Sałatka Curry,360.0,9.6,6.0,33.3
Masło demi ecremé,352.0,0.1,0.2,39.0
Chakalaka (danie afrykańskie),507.0,5.8,53.0,29.0
Jogurt do picia jagodowy - Carrefour,70.0,2.8,10.6,1.8
Gain Bolic 6000 Olimp,376.0,15.0,75.0,1.8
Płatki śniadaniowe Crusli,445.0,7.0,67.0,15.0
Chleb tostowy na maśle - Piekarnia Asprod,293.0,7.0,52.0,6.0
Dżem z czarnej porzeczki - Prospona,246.0,0.3,60.0,0.5
Sałatka śledziowa w sosie czosnkowym,251.0,4.0,7.0,23.0
Farsz mięsny,460.0,30.0,40.0,20.0
Musli śniadaniowe cruesli,445.0,7.0,67.0,15.0
Ryż supreme (nieugotowany),337.0,7.3,74.0,0.3
Maślanka acidofilna truskawkowo-jabłkowa - Maluta,80.0,3.0,14.0,1.3
Sok mango z marakują - Biedronka,62.0,0.5,14.0,0.2
Skrzydełka z kurczaka w zalewie octowej,112.0,10.3,9.0,4.2
